3-(Ethylamino)propylselenol,3-(Ethylamino)propylselenol,
N-Methylethylenediamine,N-Methylethylenediamine,
N-Ethylethylenediamine,N-Ethylethylenediamine,
N-Propylethylenediamine,N-Propylethylenediamine,
N-2-Propylethylenediamine (N-Isopropylethylenediamine),N-Isopropylethylenediamine,
N-Butylethylenediamine,N-Butylethylenediamine,
"2-(2-Propylaminomethyl)-2-propylamine (N-2-Propyl-2,2-dimethylethylenediamine)","N-2-Propyl-2,2-dimethylethylenediamine",
N-Methyltrimethylenediamine,N-Methyltrimethylenediamine,
"2-(Cyclohexylaminomethyl)-2-propylamine (N-Cyclohexyl-2,2-dimethylethylenediamine)","N-Cyclohexyl-2,2-dimethylethylenediamine",CC(C)(N)CNC1CCCCC1
N-Benzylethylenediamine,N-Benzylethylenediamine,NCCNCc1ccccc1
N-(4-Methylbenzyl)ethylenediamine,N-(4-Methylbenzyl)ethylenediamine,Cc1ccc(CNCCN)cc1
N-(2-Phenylethyl)ethylenediamine,N-(2-Phenylethyl)ethylenediamine,NCCNCCc1ccccc1
"N,N'-Dimethylethylenediamine","N,N'-Dimethylethylenediamine",CNCCNC
"N,N'-Diethylethylenediamine","N,N'-Diethylethylenediamine",CCNCCNCC
"N,N'-Di-2-propylethylenediamine","N,N'-Di-2-propylethylenediamine",CC(C)NCCNC(C)C
"N,N'-Dipropylethylenediamine","N,N'-Dipropylethylenediamine",CCCNCCNCCC
"N,N'-Dibutylethylenediamine","N,N'-Dibutylethylenediamine",CCCCNCCNCCCC
"N,N'-Dimethyltrimethylenediamine","N,N'-Dimethyltrimethylenediamine",CNCCCNC
"N,N'-Dimethyl-2-methylenetrimethylenediamine","N,N'-Dimethyl-2-methylenetrimethylenediamine",CNCC(=C)CNC
N-(2-Hydroxybenzyl)ethylenediamine (HBEN),HBEN,
"Ethylenebis(iminomethylene-2-phenol) [N,N'-Bis(2-hydroxybenzyl)ethylenediamine]","Ethylenebis(iminomethylene-2-phenol) [N,N'-Bis(2-hydroxybenzyl)ethylenediamine]",
2-(2-Aminoethylamino)ethanol [N-(2-Hydroxyethyl)ethylenediamine],2-(2-Aminoethylamino)ethanol [N-(2-Hydroxyethyl)ethylenediamine],NCCNCCO.NCCNCCO
DL-1-(2-Aminoethylamino)-2-propanol [N-(2-Hydroxypropyl)ethylenediamine],DL-1-(2-Aminoethylamino)-2-propanol [N-(2-Hydroxypropyl)ethylenediamine],
2-(3-Aminopropylamino)ethanol [N-(2-Hydroxyethyl)trimethylenediamine],2-(3-Aminopropylamino)ethanol [N-(2-Hydroxyethyl)trimethylenediamine],NCCCNCCO.NCCCNCCO
"Ethylenediiminodi-2-ethanol [N,N'-Bis(2-hydroxyethyl)ethylenediamine]","Ethylenediiminodi-2-ethanol [N,N'-Bis(2-hydroxyethyl)ethylenediamine]",OCCNCCNCCO.OCCNCCNCCO
"DL-Ethylenediiminodipropan-2-ol [N,N'-Bis(2-hydroxypropyl)ethylenediamine]","DL-Ethylenediiminodipropan-2-ol [N,N'-Bis(2-hydroxypropyl)ethylenediamine]",
D(+)-Ethylenebis(2-iminobutanol) (Ethambutol),Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO
"Ethylenebis[imino-4-(4-methylpentan-2-one)] (4,4,9,9-Tetramethyl-5,8-diazadodecan-2,11-dione)","4,4,9,9-Tetramethyl-5,8-diazadodecan-2,11-dione",CC(=O)CC(C)(C)NCCNC(C)(C)CC(C)=O
Ethylenebis(imino-3-propanoic acid) diamide,Ethylenebis(imino-3-propanoic acid) diamide,
Trimethylenebis(imino-3-propanoic acid) diamide,Trimethylenebis(imino-3-propanoic acid) diamide,
"1,2-Propylenebis(imino-3-propanoic acid) diamide","1,2-Propylenebis(imino-3-propanoic acid) diamide",
2-Hydroxytrimethylenebis(imino-3-propanoic acid) diamide,2-Hydroxytrimethylenebis(imino-3-propanoic acid) diamide,
"N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenediamine","N,N'-Bis(2,2-dimethyl-2-mercaptoethyl)ethylenediamine",CC(C)(S)CNCCNCC(C)(C)S
"7-Thia-1,4-diazaoctane [N-(2-Methylthioethyl)ethylenediamine]","7-Thia-1,4-diazaoctane [N-(2-Methylthioethyl)ethylenediamine]",CSCCNCCN.CSCCNCCN
"7-Thia-1,4-diazanonane [N-(2-Ethylthioethyl)ethylenediamine]","7-Thia-1,4-diazanonane [N-(2-Ethylthioethyl)ethylenediamine]",CCSCCNCCN.CCSCCNCCN
"8,8-Dimethyl-7-thia-1,4-diazanonane [N-(2-(2-Methyl-2-propylthio)ethyl)ethylenediamine]","8,8-Dimethyl-7-thia-1,4-diazanonane [N-(2-(2-Methyl-2-propylthio)ethyl)ethylenediamine]",CC(C)(C)SCCNCCN.CC(C)(C)SCCNCCN
"8-Thia-1,5-diazanonane [N-(2-Methylthioethyl)trimethylenediamine]","8-Thia-1,5-diazanonane [N-(2-Methylthioethyl)trimethylenediamine]",CSCCNCCCN.CSCCNCCCN
"4-Thia-1,7-diazaoctane","4-Thia-1,7-diazaoctane",CNCCSCCN
"5-Thia-1,8-diazanonane","5-Thia-1,8-diazanonane",CNCCSCCCN
"6-Thia-1,9-diazadecane","6-Thia-1,9-diazadecane",CNCCSCCCCN
"5-Thia-2,8-diazanonane","5-Thia-2,8-diazanonane",CNCCSCCNC
"2,13-Dithia-6,9-diazatetradecane","2,13-Dithia-6,9-diazatetradecane",CSCCCNCCNCCCSC
"8-Oxa-5,11-dithia-2,14-diazapentadecane","8-Oxa-5,11-dithia-2,14-diazapentadecane",CNCCSCCOCCSCCNC
"Ethylenebis[imino-3-(3-methylbutan-2-one oxime)] (3,3,8,8-Tetramethyl-4,7-diazadodecane-2,9-dione dioxime)","3,3,8,8-Tetramethyl-4,7-diazadodecane-2,9-dione dioxime",CCCC(=NO)C(C)(C)NCCNC(C)(C)C(C)=NO
"Ethylenebis[imino-4-(4-methylpentan-2-one oxime)] (4,4,9,9-Tetramethyl-5,8-diazadodecane-2,11-dione dioxime)","4,4,9,9-Tetramethyl-5,8-diazadodecane-2,11-dione dioxime",CC(CC(C)(C)NCCNC(C)(C)CC(C)=NO)=NO
Ethylenebis[imino-4-(4-methylpentan-2-one oxime)] methylether,Ethylenebis[imino-4-(4-methylpentan-2-one oxime)] methylether,
Ethylenebis[imino-4-(4-methylpentan-2-one oxime)] dimethylether,Ethylenebis[imino-4-(4-methylpentan-2-one oxime)] dimethylether,
3-Methylamino-3-methylbutan-2-one oxime,3-Methylamino-3-methylbutan-2-one oxime,CNC(C)(C)C(C)=NO
3-Ethylamino-3-methylbutan-2-one oxime,3-Ethylamino-3-methylbutan-2-one oxime,CCNC(C)(C)C(C)=NO
3-Butylamino-3-methylbutan-2-one oxime,3-Butylamino-3-methylbutan-2-one oxime,CCCCNC(C)(C)C(C)=NO
3-(1-Methylethylamino)-3-methylbutan-2-one oxime,3-(1-Methylethylamino)-3-methylbutan-2-one oxime,CC(C)NC(C)(C)C(C)=NO
3-Allylamino-3-methylbutan-2-one oxime,3-Allylamino-3-methylbutan-2-one oxime,CC(=NO)C(C)(C)NCC=C
"1,4,7-Triazaheptane (Diethylenetriamine)(dien)(2,2-tri)","2,2-tri",
"1,4,8-Triazaoctane (2,3-tri)","2,3-tri",
"1,4,9-Triazanonane (2,4-tri)","2,4-tri",
"1,5,9-Triazanonane (3,3-tri)","3,3-tri",
"1,5,10-Triazadecane (3,4-tri)(Spermidine)",Spermidine,NCCCCNCCCN
"1,4,7-Triazaoctane (N(1)-Methyldiethylenetriamine)","1,4,7-Triazaoctane (N(1)-Methyldiethylenetriamine)",CNCCNCCN.CNCCNCCN
"1,5,9-Triazadecane","1,5,9-Triazadecane",CNCCCNCCCN
"3,6,9-Triazaundecane (N,N''-Diethyldiethylenetriamine)","N,N''-Diethyldiethylenetriamine",CCNCCNCCNCC
"3,6,9-Triazaundecane dinitrile (N,N''-Bis(cyanoethyl)diethylenetriamine)","3,6,9-Triazaundecane dinitrile (N,N''-Bis(cyanoethyl)diethylenetriamine)",N#CCCNCCNCCNCCC#N.N#CCNCCNCCNCC#N
"1,9-Bis(2-hydroxyphenyl)-2,5,8-triazanonane (N,N''-Bis(2-hydroxybenzyl)diethylenetriamine)","1,9-Bis(2-hydroxyphenyl)-2,5,8-triazanonane (N,N''-Bis(2-hydroxybenzyl)diethylenetriamine)",Oc1ccccc1CNCCNCCNCc2ccccc2O.Oc3ccccc3CNCCNCCNCc4ccccc4O
"4,7,10-Triazatridecanedioic acid diamide (N,N''-Bis(amidoethyl)diethylenetriamine)","4,7,10-Triazatridecanedioic acid diamide (N,N''-Bis(amidoethyl)diethylenetriamine)",
"N-Methyl-2,2-bis(N-methylaminomethyl)propylamine [1,1,1-Tris(N-methylaminomethyl)ethane]","N-Methyl-2,2-bis(N-methylaminomethyl)propylamine [1,1,1-Tris(N-methylaminomethyl)ethane]",CNCC(C)(CNC)CNC.CNCC(C)(CNC)CNC
"1,4,7,10-Tetraazadecane (Triethylenetetramine)(trien)(2,2,2-tet)","2,2,2-tet",
"1,4,8,11-Tetraazaundecane (2,3,2-tet)","2,3,2-tet",NCCNCCCNCCN
"1,4,9,12-Tetraazadodecane (2,4,2-tet)","2,4,2-tet",
"1,4,10,13-Tetraazatridecane (2,5,2-tet)","2,5,2-tet",
"1,4,11,14-Tetraazatetradecane (2,6,2-tet)","2,6,2-tet",
"1,4,13,16-Tetraazahexadecane (2,8,2-tet)","2,8,2-tet",
"1,5,8,12-Tetraazadodecane (3,2,3-tet)","3,2,3-tet",
"2,4,4,9,9,11-Hexamethyl-1,5,8,12-tetraazadodecane (4,4,9,9-Tetramethyl-5,8-diazadodecane-2,11-diamine)","4,4,9,9-Tetramethyl-5,8-diazadodecane-2,11-diamine",CC(N)CC(C)(C)NCCNC(C)(C)CC(C)N
"1,5,9,13-Tetraazatridecane (3,3,3-tet)(Thermine)(tripn)",tripn,
"1,5,10,14-Tetraazatetradecane (3,4,3-tet)(Spermine)",Spermine,NCCCNCCCCNCCCN
"1,5,9,14-Tetraazatetradecane (3,3,4-tet)(Thermospermine)",Thermospermine,NCCCCNCCCNCCCN
"1,5,16,20-Tetraazacosane (3,10,3-tet)","3,10,3-tet",
"2,5,8,11-Tetraazadodecane","2,5,8,11-Tetraazadodecane",CNCCNCCNCCNC
"2,5,9,13-Tetraazatetradecane","2,5,9,13-Tetraazatetradecane",CNCCCNCCCNCCNC
"2,6,9,13-Tetraazatetradecane","2,6,9,13-Tetraazatetradecane",CNCCCNCCNCCCNC
"2,6,10,14-Tetraazapentadecane","2,6,10,14-Tetraazapentadecane",CNCCCNCCCNCCCNC
"6,6-Difluoro-1,4,8,11-tetraazaundecane","6,6-Difluoro-1,4,8,11-tetraazaundecane",NCCNCC(F)(F)CNCCN
"7-Oxa-1,4,10,13-tetraazatridecane","7-Oxa-1,4,10,13-tetraazatridecane",NCCNCCOCCNCCN
"7-Thia-1,4,10,13-tetraazatridecane","7-Thia-1,4,10,13-tetraazatridecane",NCCNCCSCCNCCN
"1,4,7,10,13-Pentaazatridecane (Tetraethylenepentamine)(tetren)(2,2,2,2-pent)","2,2,2,2-pent",
"1,5,8,11,15-Pentaazapentadecane (3,2,2,3-pent)","3,2,2,3-pent",
"1,4,7,10,13,16-Hexaazahexadecane (Pentaethylenehexamine) (2,2,2,2,2-hex)","2,2,2,2,2-hex",
"1,5,9,13,17,21-Hexaazaheneicosane (3,3,3,3,3-hex)","3,3,3,3,3-hex",
"1,5,9,20,24,28-Hexaazaoctacosane (3,3,10,3,3-hex)","3,3,10,3,3-hex",
"2,5,8,11,14,17-Hexaazaoctadecane (Me2pentaen)",Me2pentaen,
"2,5,8,11,14,17,20-Heptaazaheneicosane (Me2hexaen)",Me2hexaen,
"2,5,8,11,14,17,20,23-Octaazatetracosane (Me2heptaen)",Me2heptaen,
"2,5,8,11,14,17,20,23,26-Nonaazaheptacosane (Me2octaen)",Me2octaen,
"2,5,8,11,14,17,20,23,26,29-Decaazatriacontane (Me2nonaen)",Me2nonaen,
"1,3-Bis(2,5,8,11-tetraazaundecyl)benzene (MXTRIEN)",MXTRIEN,
2-Dimethylamino-3-phenylpropanoic acid amide,2-Dimethylamino-3-phenylpropanoic acid amide,
Trimethylamine,Trimethylamine,
"N,N-Dimethylethylamine","N,N-Dimethylethylamine",
"N,N-Diethylmethylamine","N,N-Diethylmethylamine",
"N,N-Dimethylbutylamine","N,N-Dimethylbutylamine",
"N,N-Dimethylcyclohexylamine","N,N-Dimethylcyclohexylamine",
Triethylamine,Triethylamine,
Tripropylamine,Tripropylamine,
Triprop-2-enylamine (Triallylamine),Triallylamine,
"N,N-Dimethylbenzylamine","N,N-Dimethylbenzylamine",
"N,N-Diethylbenzylamine","N,N-Diethylbenzylamine",
"2-(Dimethylamino)ethanol (N,N-Dimethylethanolamine)","N,N-Dimethylethanolamine",
"2-(Diethylamino)ethanol (N,N-Diethylethanolamine)","N,N-Diethylethanolamine",
"2-(Di-2-propylamino)ethanol (N,N-Di-2-propylethanolamine)","N,N-Di-2-propylethanolamine",
DL-1-(Dimethylamino)-2-propanol,DL-1-(Dimethylamino)-2-propanol,
DL-1-(Diethylamino)-2-propanol,DL-1-(Diethylamino)-2-propanol,
3-(Diethylamino)propanol,3-(Diethylamino)propanol,
N-Methyliminodi-2-ethanol (N-Methyldiethanolamine),N-Methyldiethanolamine,
N-Methyliminodi-2-propanol,N-Methyliminodi-2-propanol,
N-2-Propyliminodi-2-propanol,N-2-Propyliminodi-2-propanol,
"N-1,1-Dimethylethyliminodi-2-propanol","N-1,1-Dimethylethyliminodi-2-propanol",
2-[Bis(2-hydroxyethyl)amino]ethanesulfonic acid (BES),BES,
3-[Bis(2-hydroxyethyl)amino]-2-hydroxypropanesulfonic acid (DIPSO),DIPSO,
"N,N-Bis(2-hydroxyethyl)aminoacetohydroxamic acid","N,N-Bis(2-hydroxyethyl)aminoacetohydroxamic acid",
DL-N-(2-Methoxyethyl)iminodi(2-propanol),2-propanol,
DL-N-(2-Oxolanylmethyl)iminodi(2-propanol),2-propanol,
"2,2',2''-Nitrilotriethanol (Triethanolamine)",Triethanolamine,
"DL-1,1',1''-Nitrilotri(2-propanol) [Tris(2-hydroxypropyl)amine]","DL-1,1',1''-Nitrilotri(2-propanol) [Tris(2-hydroxypropyl)amine]",
trans-1-[Bis(2-hydroxyethyl)amino]-2-hydroxycyclohexane,trans-1-[Bis(2-hydroxyethyl)amino]-2-hydroxycyclohexane,
DL-N-[2-(2-Hydroxyethyloxy)ethyl]iminodi(2-propanol),2-propanol,
"2-[Bis(2-hydroxyethyl)amino]-2-hydroxymethyl-1,3-propanediol (Bis-Tris)",Bis-Tris,
"3-Hydroxy-1-methyl-1,4-dihydropyridin-4-one","3-Hydroxy-1-methyl-1,4-dihydropyridin-4-one",
"N,N-Dimethyl-2-(methylthio)ethylamine","N,N-Dimethyl-2-(methylthio)ethylamine",
"N,N-Diethyl-2-(methylthio)ethylamine","N,N-Diethyl-2-(methylthio)ethylamine",
"N,N-Di-2-propyl-2-(methylthio)ethylamine","N,N-Di-2-propyl-2-(methylthio)ethylamine",
"2-(N,N-Dimethylamino)ethylselenol","2-(N,N-Dimethylamino)ethylselenol",
Nitrilotriacetohydroxamic acid,Nitrilotriacetohydroxamic acid,
"N,N-Dimethylethylenediamine","N,N-Dimethylethylenediamine",
"N,N-Diethylethylenediamine","N,N-Diethylethylenediamine",
"N,N-Dimethyltrimethylenediamine","N,N-Dimethyltrimethylenediamine",
"N,N-Diethyltrimethylenediamine","N,N-Diethyltrimethylenediamine",
"N,N-Dibutyltrimethylenediamine","N,N-Dibutyltrimethylenediamine",
"N,N,N'-Trimethylethylenediamine","N,N,N'-Trimethylethylenediamine",
"N,N-Diethyl-N'-methylethylenediamine","N,N-Diethyl-N'-methylethylenediamine",
"N,N,N'-Triethylethylenediamine","N,N,N'-Triethylethylenediamine",
"N,N,N'-Trimethyltrimethylenediamine","N,N,N'-Trimethyltrimethylenediamine",
"N-Benzyl-N',N'-dimethylethylenediamine","N-Benzyl-N',N'-dimethylethylenediamine",
"N,N,N',N'-Tetramethylethylenediamine","N,N,N',N'-Tetramethylethylenediamine",
"N,N,N',N'-Tetraethylethylenediamine","N,N,N',N'-Tetraethylethylenediamine",
"N,N,N',N'-Tetramethyltrimethylenediamine","N,N,N',N'-Tetramethyltrimethylenediamine",
"N,N,N',N'-Tetramethyl-2-methylenetrimethylenediamine","N,N,N',N'-Tetramethyl-2-methylenetrimethylenediamine",
"N,N,N',N'-Tetraethyl-2-methylenetrimethylenediamine","N,N,N',N'-Tetraethyl-2-methylenetrimethylenediamine",
"3-Aminopropylnitrilodi-2-ethanol [N,N-Bis(2-hydroxyethyl)trimethylenediamine]","3-Aminopropylnitrilodi-2-ethanol [N,N-Bis(2-hydroxyethyl)trimethylenediamine]",
Ethylenedinitrilotetra-2-ethanol,Ethylenedinitrilotetra-2-ethanol,
DL-N-(2-Hydroxyethyl)ethylenedinitrilotripropan-2-ol,DL-N-(2-Hydroxyethyl)ethylenedinitrilotripropan-2-ol,
"DL-Ethylenedinitrilotetrapropan-2-ol (N,N,N',N'-Tetrakis(2-hydroxypropyl)ethylenediamine)","DL-Ethylenedinitrilotetrapropan-2-ol (N,N,N',N'-Tetrakis(2-hydroxypropyl)ethylenediamine)",
"trans-N,N,N',N'-Tetrakis(2-hydroxyethyl)-1,2-diaminocyclohexane","trans-N,N,N',N'-Tetrakis(2-hydroxyethyl)-1,2-diaminocyclohexane",
"4-Methyl-4,7-diazadecanedioic acid diamide","4-Methyl-4,7-diazadecanedioic acid diamide",
"4-Ethyl-4,7-diazadecanedioic acid diamide","4-Ethyl-4,7-diazadecanedioic acid diamide",
"4,7-Dimethyl-4,7-diazadecanedioic acid diamide","4,7-Dimethyl-4,7-diazadecanedioic acid diamide",
"4-Methyl-4,8-diazaundecanedioic acid diamide","4-Methyl-4,8-diazaundecanedioic acid diamide",
Ethylenedinitrilotetraacetohydroxamic acid,Ethylenedinitrilotetraacetohydroxamic acid,
"2,6,6-Trimethyl-2,5-diazanonan-8-one oxime","2,6,6-Trimethyl-2,5-diazanonan-8-one oxime",
"2,6,6-Trimethyl-2,5-diazanonan-8-one oxime methyl ether","2,6,6-Trimethyl-2,5-diazanonan-8-one oxime methyl ether",
"2,8-Dimethyl-5-thia-2,8-diazanonan-5,5-dione","2,8-Dimethyl-5-thia-2,8-diazanonan-5,5-dione",
"7-Methyl-4-thia-1,7-diazaoctane","7-Methyl-4-thia-1,7-diazaoctane",
"8-Methyl-5-thia-1,8-diazanonane","8-Methyl-5-thia-1,8-diazanonane",
"8-Methyl-4-thia-1,8-diazanonane","8-Methyl-4-thia-1,8-diazanonane",
"9-Methyl-5-thia-1,9-diazadecane","9-Methyl-5-thia-1,9-diazadecane",
"2,8-Dimethyl-5-thia-2,8-diazanonane","2,8-Dimethyl-5-thia-2,8-diazanonane",
"5-Methyl-1,5,9-triazanonane","5-Methyl-1,5,9-triazanonane",
"4-Methyl-1,4,7-triazaoctane (N,N'-Dimethyldiethylenetriamine)","N,N'-Dimethyldiethylenetriamine",
"7-Methyl-1,4,7-triazaoctane (N,N-Dimethyldiethylenetriamine)","N,N-Dimethyldiethylenetriamine",
"7-Ethyl-1,4,7-triazanonane (N,N-Diethyldiethylenetriamine)","N,N-Diethyldiethylenetriamine",
"5-Methyl-2,5,8-triazanonane (N,N',N''-Trimethyldiethylenetriamine)","N,N',N''-Trimethyldiethylenetriamine",
"4,7-Dimethyl-1,4,7-triazaoctane (N,N,N'-Trimethyldiethylenetriamine)","N,N,N'-Trimethyldiethylenetriamine",
"6-Ethyl-3,6,9-triazaundecane (N,N',N''-Triethyldiethylenetriamine)","N,N',N''-Triethyldiethylenetriamine",
"2,8-Dimethyl-2,5,8-triazanonane (N,N,N'',N''-Tetramethyldiethylenetriamine)","N,N,N'',N''-Tetramethyldiethylenetriamine",
"3,9-Diethyl-3,6,9-triazaundecane (N,N,N'',N''-Tetraethyldiethylenetriamine)","N,N,N'',N''-Tetraethyldiethylenetriamine",
"2,5,8-Trimethyl-2,5,8-triazanonane (N,N,N',N'',N''-Pentamethyldiethylenetriamine)","N,N,N',N'',N''-Pentamethyldiethylenetriamine",
"3,9-Diethyl-6-methyl-3,6,9-triazaundecane (N,N,N'',N''-Tetraethyl-N'-methyldiethylenetriamine)","N,N,N'',N''-Tetraethyl-N'-methyldiethylenetriamine",
"1,3,5-Tris(dimethylamino)-1,3,5-trideoxy-cis-inositol","1,3,5-Tris(dimethylamino)-1,3,5-trideoxy-cis-inositol",
"N,N''-Bis(2-hydroxybenzyl)-N'-benzyldiethylenetriamine","N,N''-Bis(2-hydroxybenzyl)-N'-benzyldiethylenetriamine",
"N,N''-Bis(2-pyridylmethyl)-N'-benzyldiethylenetriamine","N,N''-Bis(2-pyridylmethyl)-N'-benzyldiethylenetriamine",
"2,11-Dimethyl-2,5,8,11-tetrazadodecane","2,11-Dimethyl-2,5,8,11-tetrazadodecane",
"2,5,8,11-Tetramethyl-2,5,8,11-tetrazadodecane","2,5,8,11-Tetramethyl-2,5,8,11-tetrazadodecane",
Nitrilotris(ethyleneamine) [Tris(2-aminoethyl)amine] (Tren),Tren,
Nitrilotris(trimethyleneamine),trimethyleneamine,
N-Methylethylenedinitrilotris(ethyleneamine),ethyleneamine,
Ethylenedinitrilotetrakis(ethyleneamine) (Penten),Penten,
Ethylenedinitrilotetrakis(trimethyleneamine) (TAPEN),TAPEN,
Trimethylenedinitrilotetrakis(ethyleneamine) (Ptetraen),Ptetraen,
"1,4-Bis[bis(2-aminoethyl)aminomethyl]benzene (PXBDE)",PXBDE,
Nitrilotris(ethylenedimethylamine) {Tris[2-(dimethylamino)ethyl]amine} (Hexamethyltren),Hexamethyltren,
L-Prolylglycylglycinamide,L-Prolylglycylglycinamide,
L-Prolyl-L-leucylglycinamide (Melanostatin),Melanostatin,
Dimethyleneimine (Aziridine)(Ethyleneimine)(Azacyclopropane),Azacyclopropane,
Trimethyleneimine (Azetidine)(Azacyclobutane),Azacyclobutane,C1CNC1
Tetramethyleneimine (Pyrrolidine)(Azacyclopentane),Azacyclopentane,C1CCNC1
N-Methylpyrrolidine,N-Methylpyrrolidine,CN1CCCC1
N-(2-Aminoethyl)pyrrolidine,N-(2-Aminoethyl)pyrrolidine,NCCN1CCCC1
"Ethylenebis(nitrilotetramethylene) (1,2-Dipyrrolidin-1-ylethane) (pen)",pen,
Pentamethyleneimine (Piperidine)(Azacyclohexane),Azacyclohexane,C1CCNCC1
N-Methylpiperidine,N-Methylpiperidine,CN1CCCCC1
N-Ethylpiperidine,N-Ethylpiperidine,CCN1CCCCC1
DL-2-Methylpiperidine,DL-2-Methylpiperidine,
DL-2-Ethylpiperidine,DL-2-Ethylpiperidine,
L-2-Propylpiperidine,L-2-Propylpiperidine,
DL-3-Methylpiperidine,DL-3-Methylpiperidine,
4-Methylpiperidine,4-Methylpiperidine,CC1CCNCC1
"DL-2,6-Dimethylpiperidine","DL-2,6-Dimethylpiperidine",
"DL-2,2,6,6-Tetramethylpiperidine","DL-2,2,6,6-Tetramethylpiperidine",
Hexamethyleneimine (Azacyloheptane),Azacyloheptane,
Heptamethyleneimine (Azacyclooctane),Azacyclooctane,C1CCCNCCC1
N-(2-Aminoethyl)piperidine,N-(2-Aminoethyl)piperidine,NCCN1CCCCC1
DL-2-(Aminomethyl)piperidine,DL-2-(Aminomethyl)piperidine,
DL-2-(2-Aminoethyl)piperidine,DL-2-(2-Aminoethyl)piperidine,
4-Mercapto-N-methylpiperidine,4-Mercapto-N-methylpiperidine,CN1CCC(S)CC1
"cis-3,5-Diaminopiperidine","cis-3,5-Diaminopiperidine",N[C@@H]1CNC[C@H](N)C1
1-Azabicyclo[2.2.2]octane (Quinuclidine),Quinuclidine,C1CN2CCC1CC2
"1,4-Diazacyclohexane (Perhydro-1,4-diazine)(Piperazine)",Piperazine,C1CNCCN1
N-Methylpiperazine,N-Methylpiperazine,CN1CCNCC1
"N,N'-Dimethylpiperazine","N,N'-Dimethylpiperazine",CN1CCN(C)CC1
2-Methylpiperazine,2-Methylpiperazine,CC1CNCCN1
"cis-2,5-Dimethylpiperazine","cis-2,5-Dimethylpiperazine",C[C@H]1CN[C@@H](C)CN1
"trans-2,5-Dimethylpiperazine","trans-2,5-Dimethylpiperazine",C[C@H]1CN[C@H](C)CN1
"2,6-Dimethylpiperazine","2,6-Dimethylpiperazine",CC1CNCC(C)N1
Bis(2-piperazinylethyl)amine,Bis(2-piperazinylethyl)amine,C1CN(CCN1)CCNCCN2CCNCC2
Bis(2-piperazinylethyl)methylamine,Bis(2-piperazinylethyl)methylamine,CN(CCN1CCNCC1)CCN2CCNCC2
Bis[2-(4-methylpiperazinyl)ethyl]methylamine,Bis[2-(4-methylpiperazinyl)ethyl]methylamine,CN1CCN(CC1)CCN(C)CCN2CCN(C)CC2
N-Phenylpiperazine,N-Phenylpiperazine,C1CN(CCN1)c2ccccc2
"Piperazine-N,N'-bis(ethylenesulfonic acid) (PIPES)",PIPES,O[S](=O)(=O)CCN1CCN(CC1)CC[S](O)(=O)=O
N-(2-Hydroxyethyl)piperazine-N'-ethylenesulfonic acid (HEPES),HEPES,OCCN1CCN(CC1)CC[S](O)(=O)=O
"N-(2-Hydroxyethyl)piperazine-N'-(1,3-propylenesulfonic acid) (HEPPS)",HEPPS,OCCN1CCN(CCC[S](O)(=O)=O)CC1
"Piperazine-N,N'-diacetohydroxamic acid","Piperazine-N,N'-diacetohydroxamic acid",
N-(2-Aminoethyl)piperazine,N-(2-Aminoethyl)piperazine,NCCN1CCNCC1
"N,N'-Bis(2-aminoethyl)piperazine","N,N'-Bis(2-aminoethyl)piperazine",NCCN1CCN(CCN)CC1
"N,N'-Bis(3-aminopropyl)piperazine","N,N'-Bis(3-aminopropyl)piperazine",NCCCN1CCN(CCCN)CC1
"1,4-Diazabicyclo[2.2.2]octane (Triethylenediamine)",Triethylenediamine,C1CN2CCN1CC2
"1,4-Diazacycloheptane (Perhydro-1,4-diazepine)(Homopiperazine)",Homopiperazine,C1CNCCNC1
"N-(2-Aminoethyl)-1,4-diazacycloheptane","N-(2-Aminoethyl)-1,4-diazacycloheptane",NCCN1CCCNCC1
"N,N'-Bis(2-Aminoethyl)-1,4-diazacycloheptane","N,N'-Bis(2-Aminoethyl)-1,4-diazacycloheptane",NCCN1CCCN(CCN)CC1
"N,N'-Bis(3-Aminopropyl)-1,4-diazacycloheptane","N,N'-Bis(3-Aminopropyl)-1,4-diazacycloheptane",NCCCN1CCCN(CCCN)CC1
"1,5-Diazacyclooctane","1,5-Diazacyclooctane",C1CNCCCNC1
"N,N'-Bis(2-aminoethyl)-1,5-diazacyclooctane","N,N'-Bis(2-aminoethyl)-1,5-diazacyclooctane",NCCN1CCCN(CCN)CCC1
"1,4,7-Triazacyclononane ([9]aneN3)",[9]aneN3,C1CNCCNCCN1
"1,4,7-Trimethyl-1,4,7-triazacyclononane","1,4,7-Trimethyl-1,4,7-triazacyclononane",CN1CCN(C)CCN(C)CC1
"Ethylenebis(1,4,7-triazacyclononane)","1,4,7-triazacyclononane",C1CNCCNCCN1
"Trimethylenebis(1,4,7-triazacyclononane)","1,4,7-triazacyclononane",C1CNCCNCCN1
"Tetramethylenebis(1,4,7-triazacyclononane)","1,4,7-triazacyclononane",C1CNCCNCCN1
"Pentamethylenebis(1,4,7-triazacyclononane)","1,4,7-triazacyclononane",C1CNCCNCCN1
"Hexamethylenebis(1,4,7-triazacyclononane)","1,4,7-triazacyclononane",C1CNCCNCCN1
"1,4,7-Triazacyclodecane ([10]aneN3)",[10]aneN3,
"1,4,8-Triazacycloundecane ([11]aneN3)",[11]aneN3,
